file_name,wave,columns,labels
sharew5_rel9-0-0_as.dta,5,as027ub,Amount contractual saving for housing ub
sharew5_rel9-0-0_as.dta,5,as027v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as027v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as027v3,Bracket value 3
sharew5_rel9-0-0_as.dta,5,as029_,Life insurance policies term or whole life
sharew5_rel9-0-0_as.dta,5,as030e,Face value of whole life policies
sharew5_rel9-0-0_as.dta,5,as030ub,Face value of whole life policies ub
sharew5_rel9-0-0_as.dta,5,as030v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as030v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as030v3,Bracket value 3
sharew5_rel9-0-0_as.dta,5,as041_,Own firm company business
sharew5_rel9-0-0_as.dta,5,as042e,Amount selling firm
sharew5_rel9-0-0_as.dta,5,as042ub,Amount selling firm ub
sharew5_rel9-0-0_as.dta,5,as042v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as042v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as042v3,Bracket value 3
sharew5_rel9-0-0_as.dta,5,as044_,Percentage share firm owned
sharew5_rel9-0-0_as.dta,5,as044ub,Percentage share firm owned ub
sharew5_rel9-0-0_as.dta,5,as044v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as044v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as044v3,Bracket value 3
sharew5_rel9-0-0_as.dta,5,as049_,Number of cars
sharew5_rel9-0-0_as.dta,5,as051e,Amount selling cars
sharew5_rel9-0-0_as.dta,5,as051ub,Amount selling cars ub
sharew5_rel9-0-0_as.dta,5,as051v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as051v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as051v3,Bracket value 3
sharew5_rel9-0-0_as.dta,5,as054d1,"Owe money: debt on cars and other vehicles (vans/motorcycles/boats, etc.)"
sharew5_rel9-0-0_as.dta,5,as054d2,Owe money: debt on credit cards/store cards
sharew5_rel9-0-0_as.dta,5,as054d3,"Owe money: loans (from bank, building society, other financial institution)"
sharew5_rel9-0-0_as.dta,5,as054d4,Owe money: debts to relatives or friends
sharew5_rel9-0-0_as.dta,5,as054d5,Owe money: student loans
sharew5_rel9-0-0_as.dta,5,as054d6,"Owe money: overdue bills (phone, electricity, heating, rent)"
sharew5_rel9-0-0_as.dta,5,as054dno,Owe money: none of these
sharew5_rel9-0-0_as.dta,5,as054dot,Owe money: other
sharew5_rel9-0-0_as.dta,5,as055e,Amount owing money in total
sharew5_rel9-0-0_as.dta,5,as055ub,Amount owing money in total ub
sharew5_rel9-0-0_as.dta,5,as055v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as055v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as055v3,Bracket value 3
sharew5_rel9-0-0_as.dta,5,as057_,Who answered the question in as
sharew5_rel9-0-0_as.dta,5,as060_,Has bank account
sharew5_rel9-0-0_as.dta,5,as061_,Reason for not having a bank account
sharew5_rel9-0-0_as.dta,5,as062_,Has bonds
sharew5_rel9-0-0_as.dta,5,as063_,Has stocks
sharew5_rel9-0-0_as.dta,5,as064_,Has mutual funds
sharew5_rel9-0-0_as.dta,5,as065_,Has individual retirement accounts
sharew5_rel9-0-0_as.dta,5,as066_,Has contractual saving
sharew5_rel9-0-0_as.dta,5,as067_,Has life insurance
sharew5_rel9-0-0_as.dta,5,as070e,Interest or dividend income
sharew5_rel9-0-0_as.dta,5,as070ub,Interest or dividend income ub
sharew5_rel9-0-0_as.dta,5,as070v1,Bracket value 1
sharew5_rel9-0-0_as.dta,5,as070v2,Bracket value 2
sharew5_rel9-0-0_as.dta,5,as070v3,Bracket value 3
sharew5_rel9-0-0_gv_imputations.dta,5,mergeid,Person identifier (fix across modules and waves)
sharew5_rel9-0-0_gv_imputations.dta,5,hhid5,Household identifier (wave 5)
sharew5_rel9-0-0_gv_imputations.dta,5,mergeidp5,Partner identifier (wave 5)
sharew5_rel9-0-0_gv_imputations.dta,5,coupleid5,Couple identifier (wave 5)
sharew5_rel9-0-0_gv_imputations.dta,5,country,Country identifier
sharew5_rel9-0-0_gv_imputations.dta,5,language,Language of questionnaire
sharew5_rel9-0-0_gv_imputations.dta,5,implicat,Implicat number
sharew5_rel9-0-0_gv_imputations.dta,5,htype,Household type
sharew5_rel9-0-0_gv_imputations.dta,5,fam_resp,Family respondent
sharew5_rel9-0-0_gv_imputations.dta,5,fin_resp,Financial respondent
sharew5_rel9-0-0_gv_imputations.dta,5,hou_resp,Household respondent
sharew5_rel9-0-0_gv_imputations.dta,5,exrate,Exchange rate
sharew5_rel9-0-0_gv_imputations.dta,5,nursinghome,Living in nursing home
sharew5_rel9-0-0_gv_imputations.dta,5,perho,Percentage of house owned
sharew5_rel9-0-0_gv_imputations.dta,5,otrf,"Owner, tenant or rent free"
sharew5_rel9-0-0_gv_imputations.dta,5,single,Single
sharew5_rel9-0-0_gv_imputations.dta,5,couple,Couple
sharew5_rel9-0-0_gv_imputations.dta,5,partner,Partner in the couple
sharew5_rel9-0-0_gv_imputations.dta,5,p_nrp,Partner of nonresponding partner
sharew5_rel9-0-0_gv_imputations.dta,5,sample1,Imputation sample for single
sharew5_rel9-0-0_gv_imputations.dta,5,sample2,Imputation sample for couples 2R
sharew5_rel9-0-0_gv_imputations.dta,5,sample3,Imputation sample for all couples
sharew5_rel9-0-0_gv_imputations.dta,5,inpat,Paid out-of-pocket for inpatient care
sharew5_rel9-0-0_gv_imputations.dta,5,outpa,Paid out-of-pocket for outpatient care
sharew5_rel9-0-0_gv_imputations.dta,5,drugs,Paid out-of-pocket for prescribed drugs
sharew5_rel9-0-0_gv_imputations.dta,5,nurs,Paid out-of-pocket for nursing home/home care
sharew5_rel9-0-0_gv_imputations.dta,5,ydip,Earnings from employment
sharew5_rel9-0-0_gv_imputations.dta,5,yind,Earnings from self-employment
sharew5_rel9-0-0_gv_imputations.dta,5,ypen1,"Old age, early retirement, and survivor pensions"
sharew5_rel9-0-0_gv_imputations.dta,5,ypen2,Private and occupational pensions
sharew5_rel9-0-0_gv_imputations.dta,5,ypen36,Disability/sickness pensions/benefits
sharew5_rel9-0-0_gv_imputations.dta,5,ypen4,Unemployment benefits/insurances
sharew5_rel9-0-0_gv_imputations.dta,5,ypen5,Social assistance
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp1,"LS payments from old age, early retirement, and survivor pensions"
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp2,LS payments from private and occupational pensions
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp36,LS payments from disability/sickness pensions/benefits
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp4,LS payments from unemployment benefits/insurances
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp5,LS payments from social assistance
sharew5_rel9-0-0_gv_imputations.dta,5,yreg1,Regular private payments
sharew5_rel9-0-0_gv_imputations.dta,5,yreg2,Other regular private transfers
sharew5_rel9-0-0_gv_imputations.dta,5,ylsr1,LS from private payments
sharew5_rel9-0-0_gv_imputations.dta,5,ylsr2,LS from other private transfers
sharew5_rel9-0-0_gv_imputations.dta,5,home,Value of main residence
sharew5_rel9-0-0_gv_imputations.dta,5,mort,Mortgage on main residence
sharew5_rel9-0-0_gv_imputations.dta,5,rhre,Rent and home-related expenditures
sharew5_rel9-0-0_gv_imputations.dta,5,ores,Value of real estate - Amount
sharew5_rel9-0-0_gv_imputations.dta,5,ysrent,Income from rent/sublet
sharew5_rel9-0-0_gv_imputations.dta,5,yaohm,Income from other household members
sharew5_rel9-0-0_gv_imputations.dta,5,fahc,Amount spent on food at home
sharew5_rel9-0-0_gv_imputations.dta,5,fohc,Amount spent on food outside home
sharew5_rel9-0-0_gv_imputations.dta,5,hprf,Value of home produced food
sharew5_rel9-0-0_gv_imputations.dta,5,bacc,Bank accounts
sharew5_rel9-0-0_gv_imputations.dta,5,bsmf,"Bond, stock and mutual funds"
sharew5_rel9-0-0_gv_imputations.dta,5,ybabsmf,"Interest/dividend from bank account, bond, stock and mutual funds"
sharew5_rel9-0-0_gv_imputations.dta,5,slti,Savings for long-term investments
sharew5_rel9-0-0_gv_imputations.dta,5,vbus,Value of own business
sharew5_rel9-0-0_gv_imputations.dta,5,sbus,Share of own business
sharew5_rel9-0-0_gv_imputations.dta,5,car,Value of cars
sharew5_rel9-0-0_gv_imputations.dta,5,liab,Financial liabilities
sharew5_rel9-0-0_gv_imputations.dta,5,thinc2,Total household income - Version B
sharew5_rel9-0-0_gv_imputations.dta,5,thinc,Total household income - Version A
sharew5_rel9-0-0_gv_imputations.dta,5,thexp,Total household expenditure
sharew5_rel9-0-0_gv_imputations.dta,5,hnetw,Household net worth
sharew5_rel9-0-0_gv_imputations.dta,5,yincnrp,Income from nonresponding partner
sharew5_rel9-0-0_gv_imputations.dta,5,hrass,Household real assets
sharew5_rel9-0-0_gv_imputations.dta,5,hgfass,Household gross financial assets
sharew5_rel9-0-0_gv_imputations.dta,5,hnfass,Household net financial assets
sharew5_rel9-0-0_gv_imputations.dta,5,gender,Gender
sharew5_rel9-0-0_gv_imputations.dta,5,age,Age
sharew5_rel9-0-0_gv_imputations.dta,5,age_p,Age of partner
sharew5_rel9-0-0_gv_imputations.dta,5,yedu,Years of education
sharew5_rel9-0-0_gv_imputations.dta,5,yedu_p,Years of education of partner
sharew5_rel9-0-0_gv_imputations.dta,5,isced,ISCED 1997 coding of education
sharew5_rel9-0-0_gv_imputations.dta,5,sphus,Self-perceived health - US scale
sharew5_rel9-0-0_gv_imputations.dta,5,mstat,Marital status
sharew5_rel9-0-0_gv_imputations.dta,5,nchild,Number of children
sharew5_rel9-0-0_gv_imputations.dta,5,ngrchild,Number of grandchildren
sharew5_rel9-0-0_gv_imputations.dta,5,gali,Limitation with activities
sharew5_rel9-0-0_gv_imputations.dta,5,chronic,Number of chronic deseases
sharew5_rel9-0-0_gv_imputations.dta,5,eyesightr,Eyesight reading
sharew5_rel9-0-0_gv_imputations.dta,5,hearing,Hearing
sharew5_rel9-0-0_gv_imputations.dta,5,bmi,Body mass index
sharew5_rel9-0-0_gv_imputations.dta,5,weight,Weight
sharew5_rel9-0-0_gv_imputations.dta,5,height,Height
sharew5_rel9-0-0_gv_imputations.dta,5,mobility,Mobility limitations
sharew5_rel9-0-0_gv_imputations.dta,5,adl,Limitations with activities of daily living
sharew5_rel9-0-0_gv_imputations.dta,5,iadl,Limitations with instrumental activities of daily living
sharew5_rel9-0-0_gv_imputations.dta,5,esmoked,Ever smoked daily
sharew5_rel9-0-0_gv_imputations.dta,5,drinking,More than 2 glasses of alcohol almost everyday
sharew5_rel9-0-0_gv_imputations.dta,5,phinact,Physical inactivity
sharew5_rel9-0-0_gv_imputations.dta,5,dairyp,How often consume dairy products
sharew5_rel9-0-0_gv_imputations.dta,5,legeggs,"How often consume legumes, beans or eggs"
sharew5_rel9-0-0_gv_imputations.dta,5,meat,"How often consume meat, fish or poultry"
sharew5_rel9-0-0_gv_imputations.dta,5,fruit,How often consume fruits or vegetables
sharew5_rel9-0-0_gv_imputations.dta,5,reading,Self-rated reading skills
sharew5_rel9-0-0_gv_imputations.dta,5,writing,Self-rated writing skills
sharew5_rel9-0-0_gv_imputations.dta,5,orienti,Score of orientation in time test
sharew5_rel9-0-0_gv_imputations.dta,5,wllft,Score of words list learning test - trial 1
sharew5_rel9-0-0_gv_imputations.dta,5,wllst,Score of words list learning test - trial 2
sharew5_rel9-0-0_gv_imputations.dta,5,fluency,Score of verbal fluency test
sharew5_rel9-0-0_gv_imputations.dta,5,numeracy,Score of first numeracy test
sharew5_rel9-0-0_gv_imputations.dta,5,numeracy2,Score of second numeracy test
sharew5_rel9-0-0_gv_imputations.dta,5,memory,Score of memory test
sharew5_rel9-0-0_gv_imputations.dta,5,maxgrip,Maximum of grip strength measures
sharew5_rel9-0-0_gv_imputations.dta,5,eurod,EURO depression scale
sharew5_rel9-0-0_gv_imputations.dta,5,doctor,Seen/Talked to medical doctor
sharew5_rel9-0-0_gv_imputations.dta,5,hospital,In hospital last 12 months
sharew5_rel9-0-0_gv_imputations.dta,5,thospital,Times being patient in hospital
sharew5_rel9-0-0_gv_imputations.dta,5,nhospital,Total nights stayed in hospital
sharew5_rel9-0-0_gv_imputations.dta,5,room10,Rooms in childhood home at 10 years
sharew5_rel9-0-0_gv_imputations.dta,5,people10,People in childhood home at 10 years
sharew5_rel9-0-0_gv_imputations.dta,5,book10,How many books at 10 years
sharew5_rel9-0-0_gv_imputations.dta,5,math10,Childhood maths performance at 10 years
sharew5_rel9-0-0_gv_imputations.dta,5,lang10,Childhood language performance at 10 years
sharew5_rel9-0-0_gv_imputations.dta,5,health15,Childhood health at 15 years
sharew5_rel9-0-0_gv_imputations.dta,5,diseas15,Number of childhood diseases at 15 years
sharew5_rel9-0-0_gv_imputations.dta,5,illness15,Number of childhood illnesses at 15 years
sharew5_rel9-0-0_gv_imputations.dta,5,vacc15,Received vaccinations at 15 years
sharew5_rel9-0-0_gv_imputations.dta,5,cjs,Current job situation
sharew5_rel9-0-0_gv_imputations.dta,5,pwork,Did any paid work
sharew5_rel9-0-0_gv_imputations.dta,5,empstat,Employee or self-employed
sharew5_rel9-0-0_gv_imputations.dta,5,lookjob,Looking for job
sharew5_rel9-0-0_gv_imputations.dta,5,internet,Use internet
sharew5_rel9-0-0_gv_imputations.dta,5,pcskill,PC skills
sharew5_rel9-0-0_gv_imputations.dta,5,cjobpc,Use PC in current job
sharew5_rel9-0-0_gv_imputations.dta,5,ljobpc,Use PC in last job
sharew5_rel9-0-0_gv_imputations.dta,5,rhfo,Received help from others (how many)
sharew5_rel9-0-0_gv_imputations.dta,5,ghto,Given help to others (how many)
sharew5_rel9-0-0_gv_imputations.dta,5,ghih,Given help in the household (how many)
sharew5_rel9-0-0_gv_imputations.dta,5,rhih,Received help in the household (how many)
sharew5_rel9-0-0_gv_imputations.dta,5,gfg,Number of given financial gifts 250 or more
sharew5_rel9-0-0_gv_imputations.dta,5,rfg,Number of received financial gifts 250 or more
sharew5_rel9-0-0_gv_imputations.dta,5,rggp,"Number of received gifts, goods, properties 5000 or more"
sharew5_rel9-0-0_gv_imputations.dta,5,gggp,"Given gift, good, property 5000 or more"
sharew5_rel9-0-0_gv_imputations.dta,5,fdistress,Household able to make ends meet
sharew5_rel9-0-0_gv_imputations.dta,5,naly,Number of activities last year
sharew5_rel9-0-0_gv_imputations.dta,5,saly,Satisfied with no activities
sharew5_rel9-0-0_gv_imputations.dta,5,lifesat,Life satisfaction
sharew5_rel9-0-0_gv_imputations.dta,5,lifehap,Life happiness
sharew5_rel9-0-0_gv_imputations.dta,5,lifex,Living in ten years
sharew5_rel9-0-0_gv_imputations.dta,5,politics,Left or right in politics
sharew5_rel9-0-0_gv_imputations.dta,5,tppdi,Third persons present during the interview
sharew5_rel9-0-0_gv_imputations.dta,5,willans,Willingness to answer
sharew5_rel9-0-0_gv_imputations.dta,5,clarif,Respondent asked for clarifications
sharew5_rel9-0-0_gv_imputations.dta,5,undersq,Respondent understood questions
sharew5_rel9-0-0_gv_imputations.dta,5,hnrsc,Help needed to read showcards
sharew5_rel9-0-0_gv_imputations.dta,5,inpat_f,Paid out-of-pocket for inpatient care - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,outpa_f,Paid out-of-pocket for outpatient care - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,drugs_f,Paid out-of-pocket for prescribed drugs - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,nurs_f,Paid out-of-pocket for nursing home/home care - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ydip_f,Earnings from employment - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yind_f,Earnings from self-employment - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ypen1_f,"Old age, early retirement, and survivor pensions - Flag"
sharew5_rel9-0-0_gv_imputations.dta,5,ypen2_f,Private and occupational pensions - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ypen36_f,Disability/sickness pensions/benefits - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ypen4_f,Unemployment benefits/insurances - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ypen5_f,Social assistance - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp1_f,"LS payments from old age, early retirement, and survivor pensions - Flag"
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp2_f,LS payments from private and occupational pensions - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp36_f,LS payments from disability/sickness pensions/benefits - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp4_f,LS payments from unemployment benefits/insurances - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ylsp5_f,LS payments from social assistance - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yreg1_f,Regular private payments - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yreg2_f,Other regular private transfers - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ylsr1_f,LS from private payments - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ylsr2_f,LS from other private transfers - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,home_f,Value of main residence - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,mort_f,Mortgage on main residence - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,rhre_f,Rent and home-related expenditures - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ores_f,Value of real estate - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ysrent_f,Income from rent/sublet - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yaohm_f,Income from other household members - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,fahc_f,Amount spent on food at home - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,fohc_f,Amount spent on food outside home - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hprf_f,Value of home produced food - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,bacc_f,Bank accounts - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,bsmf_f,"Bond, stock and mutual funds - Flag"
sharew5_rel9-0-0_gv_imputations.dta,5,ybabsmf_f,"Interest/dividend from bank account, bond, stock and mutual funds - Flag"
sharew5_rel9-0-0_gv_imputations.dta,5,slti_f,Savings for long-term investments - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,vbus_f,Value of own business - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,sbus_f,Share of own business - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,car_f,Value of cars - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,liab_f,Financial liabilities - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,thinc2_f,Total household income - Version B - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,thinc_f,Total household income - Version A - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yincnrp_f,Income from nonresponding partner - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,thexp_f,Total household expenditure - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hrass_f,Household real assets - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hgfass_f,Household gross financial assets - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hnfass_f,Household net financial assets - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hnetw_f,Household net worth - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,gender_f,Gender - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,age_f,Age - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,age_p_f,Age of partner - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yedu_f,Years of education - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,yedu_p_f,Years of education of partner - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,isced_f,ISCED 1997 coding of education - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,sphus_f,Self-perceived health - US scale - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,mstat_f,Marital status - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,nchild_f,Number of children - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ngrchild_f,Number of grandchildren - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,gali_f,Limitation with activities - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,chronic_f,Number of chronic deseases - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,eyesightr_f,Eyesight reading - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hearing_f,Hearing - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,bmi_f,Body mass index - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,weight_f,Weight - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,height_f,Height - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,mobility_f,Mobility limitations - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,adl_f,Limitations with activities of daily living - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,iadl_f,Limitations with instrumental activities of daily living - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,esmoked_f,Ever smoked daily - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,drinking_f,More than 2 glasses of alcohol almost everyday - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,phinact_f,Physical inactivity - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,dairyp_f,How often consume dairy products - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,legeggs_f,"How often consume legumes, beans or eggs - Flag"
sharew5_rel9-0-0_gv_imputations.dta,5,meat_f,"How often consume meat, fish or poultry - Flag"
sharew5_rel9-0-0_gv_imputations.dta,5,fruit_f,How often consume fruits or vegetables - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,reading_f,Self-rated reading skills - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,writing_f,Self-rated writing skills - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,orienti_f,Score of orientation in time test - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,wllft_f,Score of words list learning test - trial 1 - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,wllst_f,Score of words list learning test - trial 2 - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,fluency_f,Score of verbal fluency test - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,numeracy_f,Score of first numeracy test - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,numeracy2_f,Score of second numeracy test - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,memory_f,Score of memory test - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,maxgrip_f,Maximum of grip strength measures - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,eurod_f,EURO depression scale - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,doctor_f,Seen/Talked to medical doctor - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,hospital_f,In hospital last 12 months - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,thospital_f,Times being patient in hospital - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,nhospital_f,Total nights stayed in hospital - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,room10_f,Rooms in childhood home at 10 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,people10_f,People in childhood home at 10 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,book10_f,How many books at 10 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,math10_f,Childhood maths performance at 10 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,lang10_f,Childhood language performance at 10 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,health15_f,Childhood health at 15 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,diseas15_f,Number of childhood diseases at 15 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,illness15_f,Number of childhood illnesses at 15 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,vacc15_f,Received vaccinations at 15 years - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,cjs_f,Current job situation - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,pwork_f,Did any paid work - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,empstat_f,Employee or self-employed - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,lookjob_f,Looking for job - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,internet_f,Use internet - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,pcskill_f,PC skills - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,cjobpc_f,Use PC in current job - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ljobpc_f,Use PC in last job - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,rhfo_f,Received help from others (how many) - Flag
sharew5_rel9-0-0_gv_imputations.dta,5,ghto_f,Given help to others (how many) - Flag
